City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Wum,CM,6.3833,10.0667,63.28,95,100,0.63,overcast clouds
457,Christiana,ZA,-27.914,25.1611,58.6,17,51,6.13,broken clouds
458,Puerto Madryn,AR,-42.7692,-65.0385,59.36,61,100,23.73,overcast clouds
459,Wagar,SD,16.1525,36.2032,84.16,51,75,13.11,broken clouds
460,Ugoofaaru,MV,5.6667,73.0,80.87,80,100,14.85,light rain
461,Pangnirtung,CA,66.1451,-65.7125,34.79,57,100,9.91,light snow
462,Rock Sound,BS,24.9,-76.2,81.93,69,16,4.9,few clouds
463,Huarmey,PE,-10.0681,-78.1522,62.42,86,57,9.89,broken clouds
464,Karoi,ZW,-16.8099,29.6925,64.71,41,0,4.05,clear sky
465,Iracoubo,GF,5.4802,-53.2011,78.19,87,100,7.76,overcast clouds
466,Gari,RU,59.4307,62.3497,44.11,91,93,7.14,overcast clouds
467,Liwale,TZ,-9.7667,37.9333,61.5,96,6,1.79,clear sky
468,Port Pirie,AU,-33.1833,138.0167,79.95,30,76,19.73,broken clouds
469,Alto Araguaia,BR,-17.3147,-53.2153,74.53,62,21,4.03,few clouds
470,Olafsvik,IS,64.8945,-23.7142,46.58,80,100,23.2,overcast clouds
471,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,51,40,7.0,scattered clouds
472,Laukaa,RU,58.7372,29.8453,44.02,91,100,6.06,overcast clouds
473,Venafro,IT,41.4834,14.0451,63.84,78,20,7.56,few clouds
474,Badulla,LK,6.9895,81.0557,75.38,68,100,3.58,overcast clouds
475,Hamilton,US,39.1834,-84.5333,57.88,69,0,3.44,clear sky
476,Gonbad-E Qabus,IR,37.25,55.1672,68.92,31,2,7.38,clear sky
477,Robertsport,LR,6.7533,-11.3686,76.28,90,80,8.37,broken clouds
478,Banjar,ID,-8.19,114.9675,83.93,74,100,4.59,overcast clouds
479,San Rafael,AR,-34.6177,-68.3301,69.84,35,71,18.92,broken clouds
480,Koson,UZ,39.0375,65.585,50.32,30,0,6.08,clear sky
481,Sambava,MG,-14.2667,50.1667,68.61,81,95,8.61,overcast clouds
482,Jizan,SA,17.3333,42.6667,81.54,59,3,3.09,clear sky
483,Trincomalee,LK,8.5711,81.2335,80.74,75,100,17.76,overcast clouds
484,Sumter,US,28.7086,-82.0831,69.75,79,70,10.74,broken clouds
485,Andenes,NO,69.3143,16.1194,44.92,100,20,6.91,few clouds
486,Alofi,NU,-19.0595,-169.9187,82.29,74,75,12.66,broken clouds
487,Clovis,US,36.8252,-119.7029,85.89,40,0,8.05,haze
488,Mayo,US,38.8876,-76.5119,50.41,91,100,5.01,moderate rain
489,Tiznit,MA,29.5833,-9.5,75.4,28,5,0.13,clear sky
490,Komsomolskiy,UZ,40.4272,71.7189,54.32,50,0,9.22,clear sky
491,Zyryanka,RU,65.75,150.85,28.63,68,100,9.62,overcast clouds
492,Thap Than,TH,15.4606,99.8917,77.99,88,95,4.79,overcast clouds
493,Juazeiro,BR,-9.4117,-40.4986,77.18,36,0,6.91,clear sky
494,Southbridge,US,42.0751,-72.0334,49.95,81,100,5.99,overcast clouds
495,Port-Gentil,GA,-0.7193,8.7815,77.34,84,100,10.63,light rain
496,Esso,RU,55.9333,158.7,38.77,100,100,5.14,moderate rain
497,Gushikawa,JP,26.3544,127.8686,83.43,78,75,4.61,broken clouds
498,Walvis Bay,NA,-22.9575,14.5053,56.08,94,0,12.66,clear sky
499,Clyde River,CA,70.4692,-68.5914,30.43,93,100,4.61,overcast clouds
500,Mabaruma,GY,8.2,-59.7833,74.89,92,24,1.74,few clouds
501,Cuamba,MZ,-14.8031,36.5372,70.65,44,0,6.06,clear sky
502,Adrar,MR,20.5022,-10.0711,89.85,28,88,9.06,overcast clouds
503,Chimoio,MZ,-19.1164,33.4833,64.26,82,0,2.17,clear sky
504,Porbandar,IN,21.6422,69.6093,79.95,74,100,3.98,overcast clouds
505,Progreso,MX,21.2833,-89.6667,81.1,73,12,12.33,few clouds
506,Verkhnevilyuysk,RU,63.4453,120.3167,29.66,69,97,7.67,overcast clouds
507,Point Pedro,LK,9.8167,80.2333,82.92,75,100,12.26,overcast clouds
508,Ilorin,NG,8.5,4.55,72.57,96,76,6.87,broken clouds
509,Ulundi,ZA,-28.3352,31.4162,65.32,74,100,6.33,overcast clouds
510,Balykshi,KZ,47.0667,51.8667,51.8,32,0,17.9,clear sky
511,Lhokseumawe,ID,5.1801,97.1507,80.33,79,100,8.34,overcast clouds
512,Sola,VU,-13.8833,167.55,80.38,75,17,10.74,few clouds
513,Devils Lake,US,48.1128,-98.8651,62.94,79,0,3.44,clear sky
514,Hamadan,IR,34.7992,48.5146,55.4,35,0,3.2,clear sky
515,Ajaccio,FR,42.0,8.9167,59.05,94,0,6.91,clear sky
516,Baiyin,CN,36.5583,104.2081,53.1,59,57,3.04,broken clouds
517,Teknaf,BD,20.8624,92.3058,81.01,78,100,4.92,overcast clouds
518,Bogande,BF,12.9714,-0.1436,80.58,67,3,12.71,clear sky
519,Beringovskiy,RU,63.05,179.3167,37.47,71,100,8.08,overcast clouds
520,Puerto Maldonado,PE,-12.6,-69.1833,73.13,91,48,2.71,scattered clouds
521,Kpandae,GH,8.4689,-0.0113,73.38,89,94,4.63,overcast clouds
522,Mathathane,BW,-22.2687,28.7495,72.57,36,0,4.65,clear sky
523,Bosaso,SO,11.2842,49.1816,83.77,55,79,4.68,broken clouds
524,Ulaangom,MN,49.9811,92.0667,32.7,35,0,1.16,clear sky
525,Xiaoweizhai,CN,26.1903,107.5125,78.12,66,1,5.37,clear sky
526,Wladyslawowo,PL,54.7909,18.4009,52.93,81,13,17.56,few clouds
527,Cabatuan,PH,10.8794,122.486,85.48,73,100,6.69,overcast clouds
528,Abengourou,CI,6.7297,-3.4964,70.3,100,53,2.33,broken clouds
529,Bolotnoye,RU,55.6717,84.3981,32.54,71,98,3.11,overcast clouds
530,Maningrida,AU,-12.0667,134.2667,88.29,58,94,9.15,overcast clouds
531,Palencia,ES,42.4167,-4.5,57.79,57,12,4.21,few clouds
532,Superior,US,46.7208,-92.1041,67.17,74,40,10.36,scattered clouds
533,Bud,US,39.447,-86.1758,57.04,65,0,7.47,clear sky
534,Aksu,CN,41.1231,80.2644,57.6,34,100,8.39,overcast clouds
535,Gat,IL,31.61,34.7642,74.39,100,1,1.25,clear sky
536,Manta,EC,-0.95,-80.7333,71.38,83,40,9.22,scattered clouds
537,Laguna,US,38.421,-121.4238,87.78,34,0,8.05,clear sky
538,Khorixas,NA,-20.3667,14.9667,66.99,28,64,4.65,broken clouds
539,Alugan,PH,12.2188,125.4808,85.32,68,41,6.53,scattered clouds
540,Sisimiut,GL,66.9395,-53.6735,31.6,84,100,6.55,overcast clouds
541,Korem,ET,12.5058,39.5228,53.71,76,38,2.1,scattered clouds
542,Ilhabela,BR,-23.7781,-45.3581,67.32,92,100,5.41,overcast clouds
543,Belen,TR,36.4891,36.2233,62.74,83,0,4.61,clear sky
544,Doka,SD,13.5167,35.7667,69.04,94,100,7.74,overcast clouds
545,Almeirim,BR,-1.5233,-52.5817,75.88,77,72,2.73,broken clouds
546,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.24,80,75,1.81,broken clouds
547,Awjilah,LY,29.1081,21.2869,69.57,75,0,10.04,clear sky
548,Butterworth,MY,5.3991,100.3638,82.44,83,20,5.01,few clouds
549,Dubbo,AU,-32.25,148.6167,68.13,56,40,9.22,scattered clouds
550,Santa Maria,BR,-29.6842,-53.8069,54.7,67,0,6.91,clear sky
551,Doctor Cecilio Baez,PY,-25.05,-56.3167,60.22,78,0,3.78,clear sky
552,Machico,PT,32.7,-16.7667,71.71,76,20,6.91,few clouds
553,Awbari,LY,26.5921,12.7805,71.33,30,52,7.11,broken clouds
554,Snasa,NO,64.2457,12.3778,49.41,95,100,5.84,overcast clouds
555,Llandrindod Wells,GB,52.2416,-3.3787,56.95,93,99,9.33,overcast clouds
556,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.25,41,40,2.46,scattered clouds
557,Rosetta,EG,31.4044,30.4164,74.75,65,0,13.67,clear sky
558,Ha Giang,VN,22.8333,104.9833,82.44,76,7,0.67,clear sky
559,Chunhuhub,MX,19.55,-88.6833,72.63,92,75,1.86,broken clouds
560,Carbondale,US,37.7273,-89.2168,57.06,75,0,4.61,clear sky
561,Vostok,RU,46.4856,135.8833,32.38,58,31,14.36,scattered clouds
562,Berkak,NO,62.825,10.0118,41.88,84,96,7.09,overcast clouds
563,Melo,UY,-32.3667,-54.1833,45.36,93,8,7.43,clear sky
564,Bambanglipuro,ID,-7.95,110.2833,81.64,73,91,8.81,overcast clouds
565,Ranong,TH,9.9658,98.6348,80.53,84,70,4.32,broken clouds
566,Teluknaga,ID,-6.0989,106.6381,86.63,70,20,4.61,few clouds
567,Caxito,AO,-8.5785,13.6643,72.1,89,56,1.81,broken clouds
568,Correntina,BR,-13.3433,-44.6367,78.31,56,80,4.0,broken clouds
569,Praia,CV,14.9215,-23.5087,79.34,83,75,12.66,broken clouds
570,Pochutla,MX,15.7432,-96.4661,80.82,90,67,2.55,broken clouds
571,Iquitos,PE,-3.7481,-73.2472,77.04,83,75,0.0,broken clouds
572,Kamina,CD,-8.7386,24.9906,64.8,85,14,2.93,few clouds
573,Sinnamary,GF,5.3833,-52.95,78.01,88,92,7.78,overcast clouds
574,Arak,IR,34.0917,49.6892,57.9,29,0,4.09,clear sky
575,Kaoma,ZM,-14.7833,24.8,61.72,37,0,5.64,clear sky
576,Guiratinga,BR,-16.3494,-53.7583,78.69,55,34,1.83,scattered clouds
577,San Carlos De Bariloche,AR,-41.1456,-71.3082,48.02,57,75,12.66,moderate rain
578,Namatanai,PG,-3.6667,152.4333,85.55,66,78,7.29,light rain
579,Misratah,LY,32.3754,15.0925,75.97,68,66,12.26,broken clouds
580,Mombetsu,JP,44.3525,143.3525,71.62,73,75,8.05,light intensity shower rain
581,Mehamn,NO,71.0357,27.8492,37.31,100,20,3.44,few clouds
582,Ossora,RU,59.2353,163.0719,42.19,72,98,5.93,overcast clouds
583,Porosozero,RU,62.7191,32.727,40.41,97,100,9.89,overcast clouds
584,Afyonkarahisar,TR,38.75,30.6667,47.97,77,0,4.7,clear sky
585,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.44,58,6,0.94,clear sky
586,Tadine,NC,-21.55,167.8833,73.47,57,0,15.14,clear sky
587,Borogontsy,RU,62.6683,131.1683,27.73,56,94,5.21,overcast clouds
588,Ust-Maya,RU,60.4167,134.5333,28.74,61,100,7.47,overcast clouds
589,Raudeberg,NO,61.9875,5.1352,53.87,63,100,14.88,overcast clouds
590,Honningsvag,NO,70.9821,25.9704,42.55,75,40,5.75,scattered clouds
591,Dajal,PK,29.5577,70.3762,82.87,39,0,7.58,clear sky
592,Jeremie,HT,18.65,-74.1167,80.91,82,100,3.2,light rain
593,Los Andes,CL,-32.8337,-70.5983,51.01,76,98,1.34,overcast clouds
594,Parrita,CR,9.5201,-84.3225,78.89,87,73,1.72,broken clouds
595,Guanica,PR,17.9716,-66.908,78.93,92,100,4.76,overcast clouds
596,Hoquiam,US,46.9809,-123.8893,57.94,94,100,10.36,mist
597,Khor,RU,47.8861,134.9464,38.89,47,7,18.1,clear sky
598,Aklavik,CA,68.2191,-135.0107,26.6,92,86,7.61,overcast clouds
599,Panama City,PA,8.9936,-79.5197,80.55,85,20,6.91,few clouds
600,Eydhafushi,MV,5.1033,73.0708,80.85,76,97,14.79,overcast clouds
601,Chulman,RU,56.8479,124.9104,26.06,75,100,12.37,light snow
602,Sampit,ID,-2.5333,112.95,80.71,79,94,1.14,overcast clouds
603,Mount Isa,AU,-20.7333,139.5,89.37,29,40,10.36,scattered clouds
604,Pervomayskoye,RU,43.919,46.7102,60.49,78,42,2.46,scattered clouds
605,Palmas De Monte Alto,BR,-14.2672,-43.1619,81.0,39,76,6.26,broken clouds
606,Vanimo,PG,-2.6741,141.3028,87.98,60,70,6.62,broken clouds
607,Cordele,US,31.9635,-83.7824,57.18,82,0,0.0,clear sky
608,Kupang,ID,-10.1667,123.5833,90.18,62,40,5.75,scattered clouds
609,Claremore,US,36.3126,-95.6161,75.33,41,0,0.0,clear sky
610,Tateyama,JP,34.9833,139.8667,82.09,71,78,20.4,broken clouds
611,Margate,GB,51.3813,1.3862,60.91,93,73,5.01,broken clouds
612,Osmena,PH,10.5208,119.9258,83.93,73,92,6.42,overcast clouds
613,Eenhana,NA,-17.4667,16.3333,65.73,20,46,5.03,scattered clouds
614,Manicore,BR,-5.8092,-61.3003,73.35,100,0,3.44,clear sky
615,Altagracia De Orituco,VE,9.8601,-66.3814,71.51,94,87,3.4,overcast clouds
616,Catamarca,AR,-28.4696,-65.7852,77.77,35,0,11.01,clear sky
617,Ereymentau,KZ,51.6199,73.1033,30.96,54,0,4.83,clear sky
618,Arani,IN,12.6667,79.2833,80.35,65,100,7.7,overcast clouds
619,Taganak,PH,6.0833,118.3,84.34,75,91,7.05,overcast clouds
620,Bani,DO,18.2833,-70.3333,76.44,85,100,3.53,overcast clouds
621,Codajas,BR,-3.8367,-62.0569,73.98,92,35,2.62,scattered clouds
622,Nosy Varika,MG,-20.5833,48.5333,63.72,90,11,7.83,few clouds
623,Partenit,UA,44.578,34.3446,59.13,64,37,2.77,scattered clouds
624,Karratha,AU,-20.7377,116.8463,82.15,36,0,8.61,clear sky
625,Bousso,TD,10.4795,16.7117,72.97,90,100,6.22,overcast clouds
626,Verkhnyaya Sinyachikha,RU,57.976,61.6673,47.91,72,99,7.74,overcast clouds
627,Channel-Port Aux Basques,CA,47.5702,-59.1367,46.8,67,2,11.14,clear sky
628,Hirara,JP,24.8,125.2833,86.27,70,20,5.75,few clouds
629,Boyolangu,ID,-8.1181,111.8935,78.67,78,98,6.06,overcast clouds
630,Deputatskiy,RU,69.3,139.9,14.54,92,54,3.27,broken clouds
631,Chiredzi,ZW,-21.05,31.6667,68.49,40,0,3.2,clear sky
632,Yuzhno-Kurilsk,RU,44.0306,145.8556,66.2,93,100,22.91,light rain
633,Vao,NC,-22.6667,167.4833,69.21,65,3,16.35,clear sky
634,Dong Hoi,VN,17.4833,106.6,81.61,81,40,7.36,light rain
635,Kabansk,RU,52.0486,106.6528,35.55,59,100,2.93,overcast clouds
636,Arlit,NE,18.7369,7.3853,90.21,14,0,5.39,clear sky
637,Altay,CN,47.8667,88.1167,43.99,20,59,4.41,broken clouds
638,Arman,RU,59.7,150.1667,35.02,61,100,12.12,overcast clouds
639,Namibe,AO,-15.1961,12.1522,66.27,89,47,2.1,scattered clouds
640,Kushima,JP,31.4583,131.2333,82.81,64,60,6.06,broken clouds
641,Makakilo City,US,21.3469,-158.0858,84.56,60,100,16.11,overcast clouds
642,Zunheboto,IN,25.9667,94.5167,66.15,96,100,0.27,overcast clouds
643,Ukiah,US,39.1502,-123.2078,83.44,58,0,9.22,clear sky
644,La Palma,US,33.8464,-118.0467,82.67,71,0,10.36,clear sky
645,Aviles,ES,43.5547,-5.9248,63.37,91,0,0.0,clear sky
646,Puerto Quijarro,BO,-17.7833,-57.7667,81.63,46,80,2.57,broken clouds
647,Caraballeda,VE,10.6112,-66.8522,82.47,74,20,2.3,few clouds
648,Mae Ramat,TH,16.984,98.5166,81.81,72,13,3.96,few clouds
649,Phan Thiet,VN,10.9333,108.1,84.63,67,82,5.44,heavy intensity rain
650,Americus,US,32.0724,-84.2327,58.59,76,1,6.4,clear sky
651,Bayir,TR,37.2687,28.2167,55.92,44,0,4.88,clear sky
652,Madingou,CG,-4.1536,13.55,74.21,85,87,2.35,overcast clouds
653,Cap-Aux-Meules,CA,47.3821,-61.8597,44.62,76,0,6.91,clear sky
654,Lucea,JM,18.451,-78.1736,78.85,80,90,6.6,overcast clouds
655,Dhemaji,IN,27.4833,94.5833,80.67,94,100,1.07,overcast clouds
656,Juntas,CR,10.2809,-84.9595,75.36,90,100,4.81,overcast clouds
657,Gol,NO,60.7014,8.9457,43.79,93,99,1.79,overcast clouds
658,Benguela,AO,-12.5763,13.4055,71.06,84,22,2.59,few clouds
659,Uchaly,RU,54.2996,59.4521,36.21,70,1,4.41,clear sky
660,Half Moon Bay,US,37.4636,-122.4286,70.03,74,0,20.71,clear sky
661,Fairbanks,US,64.8378,-147.7164,51.8,69,40,5.75,scattered clouds
662,Laguna De Perlas,NI,12.3429,-83.6712,77.76,89,100,9.19,overcast clouds
663,Tezu,IN,27.9167,96.1667,75.9,97,100,0.87,overcast clouds
664,Jiangyou,CN,31.7667,104.7167,64.18,86,100,2.75,overcast clouds
665,Natal,BR,-5.795,-35.2094,79.02,78,20,9.22,few clouds
666,Lermontovka,RU,47.1453,134.3383,38.84,44,2,15.08,clear sky
667,Ulladulla,AU,-35.35,150.4667,64.56,65,88,9.95,overcast clouds
668,Guadalupe Y Calvo,MX,26.1,-106.9667,51.76,93,99,3.38,overcast clouds
669,Red Bank,US,40.3471,-74.0643,50.09,85,100,11.5,heavy intensity rain
670,Yichun,CN,47.7,128.9,34.88,51,19,13.56,few clouds
671,Yarada,IN,17.65,83.2667,79.12,100,100,4.61,drizzle
672,Mitsamiouli,KM,-11.3847,43.2844,74.61,73,7,4.59,clear sky
673,Solnechnyy,RU,50.7214,136.6319,33.69,72,100,12.39,overcast clouds
674,Mogadishu,SO,2.0371,45.3438,76.32,84,38,11.92,scattered clouds
675,Kudahuvadhoo,MV,2.6708,72.8944,81.59,76,100,17.81,moderate rain
676,Anahuac,MX,27.2333,-100.15,78.53,51,100,8.03,overcast clouds
677,Parchim,DE,53.4263,11.8488,53.71,98,99,6.93,overcast clouds
678,Straumen,NO,63.8709,11.2999,48.2,89,64,4.76,broken clouds
679,Fayaoue,NC,-20.65,166.5333,72.91,66,16,20.0,few clouds
680,Tessalit,ML,20.1986,1.0114,85.71,14,0,11.61,clear sky
681,Miramar,US,25.9873,-80.2323,81.01,71,75,5.75,broken clouds
682,Lufilufi,WS,-13.8745,-171.5986,85.78,76,9,17.81,light rain
683,Turukhansk,RU,65.8167,87.9833,30.63,79,100,20.56,overcast clouds
684,Beloha,MG,-25.1667,45.05,64.99,72,0,4.59,clear sky
